rownames,SampleID,location_sampled,sample_type,sample_description,sample_detail_description,latitude,longitude,boat_name,transit,location_description,location,npoc_um,tn_um,phosphate_umoll,silicate_umoll,nn_umoll,ammonia_umoll,tds_mgl,temp_f,temp_c,odo_mgl,ph,orp,location_sampled_w_boat_name,ryans_order,station,true_geographic_order,km_to_baltimore
c21t4bf,c21t4bf,boat,bilge,biofilm,boat_bilge_biofilm,36.988255,-76.30648,Lookdown,t4,port,Chesapeake,293.238529,17.99852928,0.302690089,48.93803201,0.309411048,0.075144927,NA,NA,NA,NA,NA,NA,Lookdown,28,24,50,252.53
c21t4bw,c21t4bw,boat,bilge,biofilm,boat_bilge_biofilm,36.988255,-76.30648,Lookdown,t4,port,Chesapeake,293.238529,17.99852928,0.302690089,48.93803201,0.309411048,0.075144927,NA,NA,NA,NA,NA,NA,Lookdown,28,24,50,252.53
c21t4post,c21t4post,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.988255,-76.30648,Lookdown,t4,port,Chesapeake,293.238529,17.99852928,0.302690089,48.93803201,0.309411048,0.075144927,NA,NA,NA,NA,NA,NA,openwater,28,24,50,252.53
c21t4pre,c21t4pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.988255,-76.30648,Lookdown,t4,port,Chesapeake,293.238529,17.99852928,0.302690089,48.93803201,0.309411048,0.075144927,NA,NA,NA,NA,NA,NA,openwater,28,24,50,252.53
c21t4hull,c21t4hull,boat,surface,hull,boat_surface_hull,36.988255,-76.30648,Lookdown,t4,port,Chesapeake,293.238529,17.99852928,0.302690089,48.93803201,0.309411048,0.075144927,NA,NA,NA,NA,NA,NA,Lookdown,28,24,50,252.53
c21t4rear,c21t4rear,boat,surface,transom,boat_surface_transom,36.988255,-76.30648,Lookdown,t4,port,Chesapeake,293.238529,17.99852928,0.302690089,48.93803201,0.309411048,0.075144927,NA,NA,NA,NA,NA,NA,Lookdown,28,24,50,252.53
c21t1bf,c21t1bf,boat,bilge,biofilm,boat_bilge_biofilm,36.994652,-76.296913,Callinectes,t1,port,Chesapeake,352.1027084,19.84764434,0.619986385,45.20603179,1.905594749,0.805386487,1802,78.7,25.94444444,7.5,8.09,10.2,Callinectes,21,24,49,251.9
c21t1pre,c21t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.994652,-76.296913,Callinectes,t1,port,Chesapeake,352.1027084,19.84764434,0.619986385,45.20603179,1.905594749,0.805386487,NA,NA,NA,NA,NA,NA,openwater,21,24,49,251.9
c21t1hull,c21t1hull,boat,surface,hull,boat_surface_hull,36.994652,-76.296913,Callinectes,t1,port,Chesapeake,352.1027084,19.84764434,0.619986385,45.20603179,1.905594749,0.805386487,NA,NA,NA,NA,NA,NA,Callinectes,21,24,49,251.9
c21t1post,c21t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.994652,-76.296913,Callinectes,t1,port,Chesapeake,352.1027084,19.84764434,0.619986385,45.20603179,1.905594749,0.805386487,NA,NA,NA,NA,NA,NA,openwater,21,24,49,251.9
c21t1rear,c21t1rear,boat,surface,transom,boat_surface_transom,36.994652,-76.296913,Callinectes,t1,port,Chesapeake,352.1027084,19.84764434,0.619986385,45.20603179,1.905594749,0.805386487,NA,NA,NA,NA,NA,NA,Callinectes,21,24,49,251.9
c21t1bw,c21t1bw,boat,bilge,water,boat_bilge_water,36.994652,-76.296913,Callinectes,t1,port,Chesapeake,352.1027084,19.84764434,0.619986385,45.20603179,1.905594749,0.805386487,NA,NA,NA,NA,NA,NA,Callinectes,21,24,49,251.9
c21t3bf,c21t3bf,boat,bilge,biofilm,boat_bilge_biofilm,36.994652,-76.296913,Lookdown,t3,port,Chesapeake,248.944691,15.3712152,0.367040657,47.57468138,0.525281506,0.174599586,5746,NA,NA,NA,NA,NA,Lookdown,21,24,49,251.9
c21t3pre,c21t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.994652,-76.296913,Lookdown,t3,port,Chesapeake,248.944691,15.3712152,0.367040657,47.57468138,0.525281506,0.174599586,NA,NA,NA,NA,NA,NA,openwater,21,24,49,251.9
c21t3hull,c21t3hull,boat,surface,hull,boat_surface_hull,36.994652,-76.296913,Lookdown,t3,port,Chesapeake,248.944691,15.3712152,0.367040657,47.57468138,0.525281506,0.174599586,NA,NA,NA,NA,NA,NA,Lookdown,21,24,49,251.9
c21t3post,c21t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.994652,-76.296913,Lookdown,t3,port,Chesapeake,248.944691,15.3712152,0.367040657,47.57468138,0.525281506,0.174599586,NA,NA,NA,NA,NA,NA,openwater,21,24,49,251.9
c21t3rear,c21t3rear,boat,surface,transom,boat_surface_transom,36.994652,-76.296913,Lookdown,t3,port,Chesapeake,248.944691,15.3712152,0.367040657,47.57468138,0.525281506,0.174599586,NA,NA,NA,NA,NA,NA,Lookdown,21,24,49,251.9
c21t3bw,c21t3bw,boat,bilge,water,boat_bilge_water,36.994652,-76.296913,Lookdown,t3,port,Chesapeake,248.944691,15.3712152,0.367040657,47.57468138,0.525281506,0.174599586,NA,NA,NA,NA,NA,NA,Lookdown,21,24,49,251.9
c20t3bf,c20t3bf,boat,bilge,biofilm,boat_bilge_biofilm,37.001083,-76.187363,Lookdown,t3,bay,Chesapeake,341.6120626,19.02660869,0.324091305,50.30138264,0.187572464,<0.02,18783,83.2,28.44444444,6.65,8.06,-51.4,Lookdown,20,23,48,252.21
c20t3pre,c20t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.001083,-76.187363,Lookdown,t3,bay,Chesapeake,341.6120626,19.02660869,0.324091305,50.30138264,0.187572464,<0.02,NA,NA,NA,NA,NA,NA,openwater,20,23,48,252.21
c20t3hull,c20t3hull,boat,surface,hull,boat_surface_hull,37.001083,-76.187363,Lookdown,t3,bay,Chesapeake,341.6120626,19.02660869,0.324091305,50.30138264,0.187572464,<0.02,NA,NA,NA,NA,NA,NA,Lookdown,20,23,48,252.21
c20t3post,c20t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.001083,-76.187363,Lookdown,t3,bay,Chesapeake,341.6120626,19.02660869,0.324091305,50.30138264,0.187572464,<0.02,NA,NA,NA,NA,NA,NA,openwater,20,23,48,252.21
c20t3rear,c20t3rear,boat,surface,transom,boat_surface_transom,37.001083,-76.187363,Lookdown,t3,bay,Chesapeake,341.6120626,19.02660869,0.324091305,50.30138264,0.187572464,<0.02,NA,NA,NA,NA,NA,NA,Lookdown,20,23,48,252.21
c20t3bw,c20t3bw,boat,bilge,water,boat_bilge_water,37.001083,-76.187363,Lookdown,t3,bay,Chesapeake,341.6120626,19.02660869,0.324091305,50.30138264,0.187572464,<0.02,NA,NA,NA,NA,NA,NA,Lookdown,20,23,48,252.21
c20t1bf,c20t1bf,boat,bilge,biofilm,boat_bilge_biofilm,37.005707,-76.198166,Callinectes,t1,bay,Chesapeake,307.8921295,19.19795526,0.665021341,33.16976397,0.144241162,0.02582909,810,79.2,26.22222222,7.84,8.08,22.1,Callinectes,20,23,47,251.58
c20t1pre,c20t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.005707,-76.198166,Callinectes,t1,bay,Chesapeake,307.8921295,19.19795526,0.665021341,33.16976397,0.144241162,0.02582909,NA,NA,NA,NA,NA,NA,openwater,20,23,47,251.58
c20t1hull,c20t1hull,boat,surface,hull,boat_surface_hull,37.005707,-76.198166,Callinectes,t1,bay,Chesapeake,307.8921295,19.19795526,0.665021341,33.16976397,0.144241162,0.02582909,NA,NA,NA,NA,NA,NA,Callinectes,20,23,47,251.58
c20t1post,c20t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.005707,-76.198166,Callinectes,t1,bay,Chesapeake,307.8921295,19.19795526,0.665021341,33.16976397,0.144241162,0.02582909,NA,NA,NA,NA,NA,NA,openwater,20,23,47,251.58
c20t1rear,c20t1rear,boat,surface,transom,boat_surface_transom,37.005707,-76.198166,Callinectes,t1,bay,Chesapeake,307.8921295,19.19795526,0.665021341,33.16976397,0.144241162,0.02582909,NA,NA,NA,NA,NA,NA,Callinectes,20,23,47,251.58
c20t1bw,c20t1bw,boat,bilge,water,boat_bilge_water,37.005707,-76.198166,Callinectes,t1,bay,Chesapeake,307.8921295,19.19795526,0.665021341,33.16976397,0.144241162,0.02582909,NA,NA,NA,NA,NA,NA,Callinectes,20,23,47,251.58
c19t2bf,c19t2bf,boat,bilge,biofilm,boat_bilge_biofilm,37.096062,-76.205406,Callinectes,t2,bay,Chesapeake,259.8516323,19.12656086,0.182853071,32.30240005,0.423782105,0.139844266,NA,NA,NA,NA,NA,NA,Callinectes,29,22,46,241.53
c19t2pre,c19t2pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.096062,-76.205406,Callinectes,t2,bay,Chesapeake,259.8516323,19.12656086,0.182853071,32.30240005,0.423782105,0.139844266,NA,NA,NA,NA,NA,NA,openwater,29,22,46,241.53
c19t2hull,c19t2hull,boat,surface,hull,boat_surface_hull,37.096062,-76.205406,Callinectes,t2,bay,Chesapeake,259.8516323,19.12656086,0.182853071,32.30240005,0.423782105,0.139844266,NA,NA,NA,NA,NA,NA,Callinectes,29,22,46,241.53
c19t2post,c19t2post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.096062,-76.205406,Callinectes,t2,bay,Chesapeake,259.8516323,19.12656086,0.182853071,32.30240005,0.423782105,0.139844266,NA,NA,NA,NA,NA,NA,openwater,29,22,46,241.53
c19t2rear,c19t2rear,boat,surface,transom,boat_surface_transom,37.096062,-76.205406,Callinectes,t2,bay,Chesapeake,259.8516323,19.12656086,0.182853071,32.30240005,0.423782105,0.139844266,NA,NA,NA,NA,NA,NA,Callinectes,29,22,46,241.53
c19t2bw,c19t2bw,boat,bilge,water,boat_bilge_water,37.096062,-76.205406,Callinectes,t2,bay,Chesapeake,259.8516323,19.12656086,0.182853071,32.30240005,0.423782105,0.139844266,NA,NA,NA,NA,NA,NA,Callinectes,29,22,46,241.53
c19t4bf,c19t4bf,boat,bilge,biofilm,boat_bilge_biofilm,37.096905,-76.21804,Lookdown,t4,bay,Chesapeake,249.4442455,19.00519037,0.143233885,34.98778766,0.895710103,0.054253751,NA,NA,NA,NA,NA,NA,Lookdown,29,22,45,241.3
c19t4pre,c19t4pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.096905,-76.21804,Lookdown,t4,bay,Chesapeake,249.4442455,19.00519037,0.143233885,34.98778766,0.895710103,0.054253751,NA,NA,NA,NA,NA,NA,openwater,29,22,45,241.3
c19t4hull,c19t4hull,boat,surface,hull,boat_surface_hull,37.096905,-76.21804,Lookdown,t4,bay,Chesapeake,249.4442455,19.00519037,0.143233885,34.98778766,0.895710103,0.054253751,NA,NA,NA,NA,NA,NA,Lookdown,29,22,45,241.3
c19t4post,c19t4post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.096905,-76.21804,Lookdown,t4,bay,Chesapeake,249.4442455,19.00519037,0.143233885,34.98778766,0.895710103,0.054253751,NA,NA,NA,NA,NA,NA,openwater,29,22,45,241.3
c19t4rear,c19t4rear,boat,surface,transom,boat_surface_transom,37.096905,-76.21804,Lookdown,t4,bay,Chesapeake,249.4442455,19.00519037,0.143233885,34.98778766,0.895710103,0.054253751,NA,NA,NA,NA,NA,NA,Lookdown,29,22,45,241.3
c19t4bw,c19t4bw,boat,bilge,water,boat_bilge_water,37.096905,-76.21804,Lookdown,t4,bay,Chesapeake,249.4442455,19.00519037,0.143233885,34.98778766,0.895710103,0.054253751,NA,NA,NA,NA,NA,NA,Lookdown,29,22,45,241.3
c19t3bf,c19t3bf,boat,bilge,biofilm,boat_bilge_biofilm,37.099457,-76.217072,Lookdown,t3,bay,Chesapeake,291.7398653,18.28410689,0.08005867,44.25581772,0.753925364,0.087109873,18594,82.4,28,7.59,8.01,-12.9,Lookdown,19,22,44,241.03
c19t3pre,c19t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.099457,-76.217072,Lookdown,t3,bay,Chesapeake,291.7398653,18.28410689,0.08005867,44.25581772,0.753925364,0.087109873,NA,NA,NA,NA,NA,NA,openwater,19,22,44,241.03
c19t3hull,c19t3hull,boat,surface,hull,boat_surface_hull,37.099457,-76.217072,Lookdown,t3,bay,Chesapeake,291.7398653,18.28410689,0.08005867,44.25581772,0.753925364,0.087109873,NA,NA,NA,NA,NA,NA,Lookdown,19,22,44,241.03
c19t3post,c19t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.099457,-76.217072,Lookdown,t3,bay,Chesapeake,291.7398653,18.28410689,0.08005867,44.25581772,0.753925364,0.087109873,NA,NA,NA,NA,NA,NA,openwater,19,22,44,241.03
c19t3rear,c19t3rear,boat,surface,transom,boat_surface_transom,37.099457,-76.217072,Lookdown,t3,bay,Chesapeake,291.7398653,18.28410689,0.08005867,44.25581772,0.753925364,0.087109873,NA,NA,NA,NA,NA,NA,Lookdown,19,22,44,241.03
c19t3bw,c19t3bw,boat,bilge,water,boat_bilge_water,37.099457,-76.217072,Lookdown,t3,bay,Chesapeake,291.7398653,18.28410689,0.08005867,44.25581772,0.753925364,0.087109873,NA,NA,NA,NA,NA,NA,Lookdown,19,22,44,241.03
c19t1bf,c19t1bf,boat,bilge,biofilm,boat_bilge_biofilm,37.111141,-76.212959,Callinectes,t1,bay,Chesapeake,309.9736069,20.97567593,0.756470431,34.22684899,0.188849804,0.029564179,2542,78.9,26.05555556,7.64,8.07,15.2,Callinectes,19,22,43,239.79
c19t1pre,c19t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.111141,-76.212959,Callinectes,t1,bay,Chesapeake,309.9736069,20.97567593,0.756470431,34.22684899,0.188849804,0.029564179,NA,NA,NA,NA,NA,NA,openwater,19,22,43,239.79
c19t1post,c19t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.111141,-76.212959,Callinectes,t1,bay,Chesapeake,309.9736069,20.97567593,0.756470431,34.22684899,0.188849804,0.029564179,NA,NA,NA,NA,NA,NA,openwater,19,22,43,239.79
c19t1bw,c19t1bw,boat,bilge,water,boat_bilge_water,37.111141,-76.212959,Callinectes,t1,bay,Chesapeake,309.9736069,20.97567593,0.756470431,34.22684899,0.188849804,0.029564179,NA,NA,NA,NA,NA,NA,Callinectes,19,22,43,239.79
c18t3bf,c18t3bf,boat,bilge,biofilm,boat_bilge_biofilm,37.285591,-76.207352,Lookdown,t3,bay,Chesapeake,239.1201179,15.91381268,0.119873748,48.93803201,0.085483522,<0.02,17163,82.3,27.94444444,7.11,7.92,-8.7,Lookdown,18,21,42,220.61
c18t3pre,c18t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.285591,-76.207352,Lookdown,t3,bay,Chesapeake,239.1201179,15.91381268,0.119873748,48.93803201,0.085483522,<0.02,NA,NA,NA,NA,NA,NA,openwater,18,21,42,220.61
c18t3hull,c18t3hull,boat,surface,hull,boat_surface_hull,37.285591,-76.207352,Lookdown,t3,bay,Chesapeake,239.1201179,15.91381268,0.119873748,48.93803201,0.085483522,<0.02,NA,NA,NA,NA,NA,NA,Lookdown,18,21,42,220.61
c18t3post,c18t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.285591,-76.207352,Lookdown,t3,bay,Chesapeake,239.1201179,15.91381268,0.119873748,48.93803201,0.085483522,<0.02,NA,NA,NA,NA,NA,NA,openwater,18,21,42,220.61
c18t3rear,c18t3rear,boat,surface,transom,boat_surface_transom,37.285591,-76.207352,Lookdown,t3,bay,Chesapeake,239.1201179,15.91381268,0.119873748,48.93803201,0.085483522,<0.02,NA,NA,NA,NA,NA,NA,Lookdown,18,21,42,220.61
c18t3bw,c18t3bw,boat,bilge,water,boat_bilge_water,37.285591,-76.207352,Lookdown,t3,bay,Chesapeake,239.1201179,15.91381268,0.119873748,48.93803201,0.085483522,<0.02,NA,NA,NA,NA,NA,NA,Lookdown,18,21,42,220.61
c18t1bf,c18t1bf,boat,bilge,biofilm,boat_bilge_biofilm,37.296711,-76.192955,Callinectes,t1,bay,Chesapeake,300.4820702,21.1827197,0.265988753,24.74127273,0.180399709,0.073245729,314,77.3,25.16666667,7.71,8.04,39.6,Callinectes,18,21,41,219.56
c18t1pre,c18t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.296711,-76.192955,Callinectes,t1,bay,Chesapeake,300.4820702,21.1827197,0.265988753,24.74127273,0.180399709,0.073245729,NA,NA,NA,NA,NA,NA,openwater,18,21,41,219.56
c18t1hull,c18t1hull,boat,surface,hull,boat_surface_hull,37.296711,-76.192955,Callinectes,t1,bay,Chesapeake,300.4820702,21.1827197,0.265988753,24.74127273,0.180399709,0.073245729,NA,NA,NA,NA,NA,NA,Callinectes,18,21,41,219.56
c18t1post,c18t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.296711,-76.192955,Callinectes,t1,bay,Chesapeake,300.4820702,21.1827197,0.265988753,24.74127273,0.180399709,0.073245729,NA,NA,NA,NA,NA,NA,openwater,18,21,41,219.56
c18t1rear,c18t1rear,boat,surface,transom,boat_surface_transom,37.296711,-76.192955,Callinectes,t1,bay,Chesapeake,300.4820702,21.1827197,0.265988753,24.74127273,0.180399709,0.073245729,NA,NA,NA,NA,NA,NA,Callinectes,18,21,41,219.56
c18t1bw,c18t1bw,boat,bilge,water,boat_bilge_water,37.296711,-76.192955,Callinectes,t1,bay,Chesapeake,300.4820702,21.1827197,0.265988753,24.74127273,0.180399709,0.073245729,NA,NA,NA,NA,NA,NA,Callinectes,18,21,41,219.56
c17t2bf,c17t2bf,boat,bilge,biofilm,boat_bilge_biofilm,37.382809,-76.18071,Callinectes,t2,bay,Chesapeake,254.5230503,19.65487945,0.452302712,32.06828934,0.248884784,0.060331184,NA,NA,NA,NA,NA,NA,Callinectes,30,20,40,210.25
c17t2pre,c17t2pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.382809,-76.18071,Callinectes,t2,bay,Chesapeake,254.5230503,19.65487945,0.452302712,32.06828934,0.248884784,0.060331184,NA,NA,NA,NA,NA,NA,openwater,30,20,40,210.25
c17t2post,c17t2post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.382809,-76.18071,Callinectes,t2,bay,Chesapeake,254.5230503,19.65487945,0.452302712,32.06828934,0.248884784,0.060331184,NA,NA,NA,NA,NA,NA,openwater,30,20,40,210.25
c17t2rear,c17t2rear,boat,surface,transom,boat_surface_transom,37.382809,-76.18071,Callinectes,t2,bay,Chesapeake,254.5230503,19.65487945,0.452302712,32.06828934,0.248884784,0.060331184,NA,NA,NA,NA,NA,NA,Callinectes,30,20,40,210.25
c17t2bw,c17t2bw,boat,bilge,water,boat_bilge_water,37.382809,-76.18071,Callinectes,t2,bay,Chesapeake,254.5230503,19.65487945,0.452302712,32.06828934,0.248884784,0.060331184,NA,NA,NA,NA,NA,NA,Callinectes,30,20,40,210.25
c17t4bf,c17t4bf,boat,bilge,biofilm,boat_bilge_biofilm,37.456558,-76.171379,Lookdown,t4,bay,Chesapeake,255.0226048,16.90619489,0.125260781,46.34904293,0.095014444,0.066471924,NA,NA,NA,NA,NA,NA,Lookdown,30,19,39,202.28
c17t4pre,c17t4pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.456558,-76.171379,Lookdown,t4,bay,Chesapeake,255.0226048,16.90619489,0.125260781,46.34904293,0.095014444,0.066471924,NA,NA,NA,NA,NA,NA,openwater,30,19,39,202.28
c17t4hull,c17t4hull,boat,surface,hull,boat_surface_hull,37.456558,-76.171379,Lookdown,t4,bay,Chesapeake,255.0226048,16.90619489,0.125260781,46.34904293,0.095014444,0.066471924,NA,NA,NA,NA,NA,NA,Lookdown,30,19,39,202.28
c17t4post,c17t4post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.456558,-76.171379,Lookdown,t4,bay,Chesapeake,255.0226048,16.90619489,0.125260781,46.34904293,0.095014444,0.066471924,NA,NA,NA,NA,NA,NA,openwater,30,19,39,202.28
c17t4rear,c17t4rear,boat,surface,transom,boat_surface_transom,37.456558,-76.171379,Lookdown,t4,bay,Chesapeake,255.0226048,16.90619489,0.125260781,46.34904293,0.095014444,0.066471924,NA,NA,NA,NA,NA,NA,Lookdown,30,19,39,202.28
c17t4bw,c17t4bw,boat,bilge,water,boat_bilge_water,37.456558,-76.171379,Lookdown,t4,bay,Chesapeake,255.0226048,16.90619489,0.125260781,46.34904293,0.095014444,0.066471924,NA,NA,NA,NA,NA,NA,Lookdown,30,19,39,202.28
c17t1bf,c17t1bf,boat,bilge,biofilm,boat_bilge_biofilm,37.477249,-76.184242,Callinectes,t1,bay,Chesapeake,319.7149209,24.7524399,1.045111257,46.27761823,0.431642659,0.749613378,3432,75.9,24.38888889,7.73,8,52.8,Callinectes,17,19,38,199.82
c17t1pre,c17t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.477249,-76.184242,Callinectes,t1,bay,Chesapeake,319.7149209,24.7524399,1.045111257,46.27761823,0.431642659,0.749613378,NA,NA,NA,NA,NA,NA,openwater,17,19,38,199.82
c17t1hull,c17t1hull,boat,surface,hull,boat_surface_hull,37.477249,-76.184242,Callinectes,t1,bay,Chesapeake,319.7149209,24.7524399,1.045111257,46.27761823,0.431642659,0.749613378,NA,NA,NA,NA,NA,NA,Callinectes,17,19,38,199.82
c17t1post,c17t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.477249,-76.184242,Callinectes,t1,bay,Chesapeake,319.7149209,24.7524399,1.045111257,46.27761823,0.431642659,0.749613378,NA,NA,NA,NA,NA,NA,openwater,17,19,38,199.82
c17t1rear,c17t1rear,boat,surface,transom,boat_surface_transom,37.477249,-76.184242,Callinectes,t1,bay,Chesapeake,319.7149209,24.7524399,1.045111257,46.27761823,0.431642659,0.749613378,NA,NA,NA,NA,NA,NA,Callinectes,17,19,38,199.82
c17t1bw,c17t1bw,boat,bilge,water,boat_bilge_water,37.477249,-76.184242,Callinectes,t1,bay,Chesapeake,319.7149209,24.7524399,1.045111257,46.27761823,0.431642659,0.749613378,NA,NA,NA,NA,NA,NA,Callinectes,17,19,38,199.82
c17t3bf,c17t3bf,boat,bilge,biofilm,boat_bilge_biofilm,37.477249,-76.184242,Lookdown,t3,bay,Chesapeake,293.6548244,19.64774001,0.281876549,75.57156861,0.170672274,0.033869028,3629,82.9,28.27777778,7.74,7.84,-9,Lookdown,17,19,38,199.82
c17t3pre,c17t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.477249,-76.184242,Lookdown,t3,bay,Chesapeake,293.6548244,19.64774001,0.281876549,75.57156861,0.170672274,0.033869028,NA,NA,NA,NA,NA,NA,openwater,17,19,38,199.82
c17t3hull,c17t3hull,boat,surface,hull,boat_surface_hull,37.477249,-76.184242,Lookdown,t3,bay,Chesapeake,293.6548244,19.64774001,0.281876549,75.57156861,0.170672274,0.033869028,NA,NA,NA,NA,NA,NA,Lookdown,17,19,38,199.82
c17t3post,c17t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.477249,-76.184242,Lookdown,t3,bay,Chesapeake,293.6548244,19.64774001,0.281876549,75.57156861,0.170672274,0.033869028,NA,NA,NA,NA,NA,NA,openwater,17,19,38,199.82
c17t3rear,c17t3rear,boat,surface,transom,boat_surface_transom,37.477249,-76.184242,Lookdown,t3,bay,Chesapeake,293.6548244,19.64774001,0.281876549,75.57156861,0.170672274,0.033869028,NA,NA,NA,NA,NA,NA,Lookdown,17,19,38,199.82
c17t3bw,c17t3bw,boat,bilge,water,boat_bilge_water,37.477249,-76.184242,Lookdown,t3,bay,Chesapeake,293.6548244,19.64774001,0.281876549,75.57156861,0.170672274,0.033869028,NA,NA,NA,NA,NA,NA,Lookdown,17,19,38,199.82
c16t1bf,c16t1bf,boat,bilge,biofilm,boat_bilge_biofilm,37.703762,-76.210976,Callinectes,t1,bay,Chesapeake,237.9544906,18.59824227,0.502747429,27.89843333,2.9389628,0.042288805,638,76.9,24.94444444,8.09,8.17,55.7,Callinectes,16,18,37,174.59
c16t1pre,c16t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.703762,-76.210976,Callinectes,t1,bay,Chesapeake,237.9544906,18.59824227,0.502747429,27.89843333,2.9389628,0.042288805,NA,NA,NA,NA,NA,NA,openwater,16,18,37,174.59
c16t1hull,c16t1hull,boat,surface,hull,boat_surface_hull,37.703762,-76.210976,Callinectes,t1,bay,Chesapeake,237.9544906,18.59824227,0.502747429,27.89843333,2.9389628,0.042288805,NA,NA,NA,NA,NA,NA,Callinectes,16,18,37,174.59
c16t1post,c16t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.703762,-76.210976,Callinectes,t1,bay,Chesapeake,237.9544906,18.59824227,0.502747429,27.89843333,2.9389628,0.042288805,NA,NA,NA,NA,NA,NA,openwater,16,18,37,174.59
c16t1rear,c16t1rear,boat,surface,transom,boat_surface_transom,37.703762,-76.210976,Callinectes,t1,bay,Chesapeake,237.9544906,18.59824227,0.502747429,27.89843333,2.9389628,0.042288805,NA,NA,NA,NA,NA,NA,Callinectes,16,18,37,174.59
c16t1bw,c16t1bw,boat,bilge,water,boat_bilge_water,37.703762,-76.210976,Callinectes,t1,bay,Chesapeake,237.9544906,18.59824227,0.502747429,27.89843333,2.9389628,0.042288805,NA,NA,NA,NA,NA,NA,Callinectes,16,18,37,174.59
c16t3bf,c16t3bf,boat,bilge,biofilm,boat_bilge_biofilm,37.707645,-76.190971,Lookdown,t3,bay,Chesapeake,219.3044535,15.37835464,0.241620714,46.54183999,0.274333327,0.041402512,13692,81.4,27.44444444,8.97,7.53,1.7,Lookdown,16,18,36,174.47
c16t3pre,c16t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.707645,-76.190971,Lookdown,t3,bay,Chesapeake,219.3044535,15.37835464,0.241620714,46.54183999,0.274333327,0.041402512,NA,NA,NA,NA,NA,NA,openwater,16,18,36,174.47
c16t3hull,c16t3hull,boat,surface,hull,boat_surface_hull,37.707645,-76.190971,Lookdown,t3,bay,Chesapeake,219.3044535,15.37835464,0.241620714,46.54183999,0.274333327,0.041402512,NA,NA,NA,NA,NA,NA,Lookdown,16,18,36,174.47
c16t3post,c16t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.707645,-76.190971,Lookdown,t3,bay,Chesapeake,219.3044535,15.37835464,0.241620714,46.54183999,0.274333327,0.041402512,NA,NA,NA,NA,NA,NA,openwater,16,18,36,174.47
c16t3rear,c16t3rear,boat,surface,transom,boat_surface_transom,37.707645,-76.190971,Lookdown,t3,bay,Chesapeake,219.3044535,15.37835464,0.241620714,46.54183999,0.274333327,0.041402512,NA,NA,NA,NA,NA,NA,Lookdown,16,18,36,174.47
c16t3bw,c16t3bw,boat,bilge,water,boat_bilge_water,37.707645,-76.190971,Lookdown,t3,bay,Chesapeake,219.3044535,15.37835464,0.241620714,46.54183999,0.274333327,0.041402512,NA,NA,NA,NA,NA,NA,Lookdown,16,18,36,174.47
c15t4bf,c15t4bf,boat,bilge,biofilm,boat_bilge_biofilm,37.870808,-76.180412,Lookdown,t4,bay,Chesapeake,246.6134364,17.10609922,0.20929851,51.74736059,0.127832256,0.096352636,NA,NA,NA,NA,NA,NA,Lookdown,31,17,35,156.83
c15t4pre,c15t4pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.870808,-76.180412,Lookdown,t4,bay,Chesapeake,246.6134364,17.10609922,0.20929851,51.74736059,0.127832256,0.096352636,NA,NA,NA,NA,NA,NA,openwater,31,17,35,156.83
